程天权书记到重阳金融研究院与芝大北京中心调研,https://news.ruc.edu.cn/archives/49423,2013-03-26
中国人民大学“光盘行动”进行时,https://news.ruc.edu.cn/archives/49403,2013-03-26
美国罗德岛设计学院代表团访问人大 推进两校交流合作,https://news.ruc.edu.cn/archives/49432,2013-03-26
《中国传统法律文化研究（10卷）》获第四届中华优秀出版物（图书）奖,https://news.ruc.edu.cn/archives/49058,2013-03-25
《社会学评论》首发 被评为“我国社会学领域新的航母”,https://news.ruc.edu.cn/archives/49308,2013-03-25
清史所张世明教授获首届“首都法学优秀成果奖”特等奖,https://news.ruc.edu.cn/archives/49167,2013-03-25
英国约克大学副校长访问人大 希望正式建立校际合作关系,https://news.ruc.edu.cn/archives/49224,2013-03-25
芝加哥大学本科生学院院长访问人大 高度赞誉本科交换生计划,https://news.ruc.edu.cn/archives/49170,2013-03-25
通识教育大讲堂·跨文化沟通系列公开讲座第二季拉开序幕,https://news.ruc.edu.cn/archives/49138,2013-03-22
张勇校友任国家食品药品监督管理总局局长、党组书记,https://news.ruc.edu.cn/archives/49131,2013-03-22
张茅校友任国家工商行政管理总局党组书记、局长,https://news.ruc.edu.cn/archives/49153,2013-03-22
程天权书记为党校第21期学生发展对象暨第14期本科新生党员培训班作报告,https://news.ruc.edu.cn/archives/49007,2013-03-21
中国人民大学召开表彰大会 总结一级学科评估工作,https://news.ruc.edu.cn/archives/48892,2013-03-21
人民大学召开国家社科基金重大项目“清史地图集”开题会议,https://news.ruc.edu.cn/archives/48905,2013-03-21
蔡赴朝校友任国家新闻出版广电总局局长,https://news.ruc.edu.cn/archives/49092,2013-03-20
加拿大女王大学代表团访问人民大学,https://news.ruc.edu.cn/archives/48796,2013-03-20
[中国教育报]陈雨露:重视并加强大学章程建设,https://news.ruc.edu.cn/archives/48797,2013-03-20
骆惠宁校友任青海省委书记,https://news.ruc.edu.cn/archives/49110,2013-03-20
“二十年：从校园到市场” 裘国根校友主讲首次“金融投资论坛”,https://news.ruc.edu.cn/archives/48766,2013-03-20
刘鹤校友任中央财经领导小组办公室主任兼发改委副主任,https://news.ruc.edu.cn/archives/49691,2013-03-20
金铁霖中国声乐艺术研究院成立 推动中国声乐走向世界,https://news.ruc.edu.cn/archives/48593,2013-03-19
人民大学梁中和博士学位论文入选2012年全国优秀博士论文,https://news.ruc.edu.cn/archives/48557,2013-03-19
中国宏观经济论坛（2013年第一季度）在人大举行,https://news.ruc.edu.cn/archives/48618,2013-03-19
后勤保障系统试点推进精细化管理 邀请专家研讨工作方案,https://news.ruc.edu.cn/archives/48527,2013-03-18
人民大学代表团参加亚太国际教育协会（APAIE）2013年年会,https://news.ruc.edu.cn/archives/48507,2013-03-18
[新华网]人大经济研究所：中国经济应通过深化改革降低“增长依赖”,https://news.ruc.edu.cn/archives/48473,2013-03-18
2013年度“人大代表人大行”系列活动首场报告会举办,https://news.ruc.edu.cn/archives/48462,2013-03-18
刘延东、马凯校友出任新一届国务院副总理,https://news.ruc.edu.cn/archives/48489,2013-03-18
韩长赋校友连任农业部部长,https://news.ruc.edu.cn/archives/48496,2013-03-18
肖钢校友出任中国证监会主席,https://news.ruc.edu.cn/archives/48500,2013-03-18
云南省教育代表团访问人民大学商谈省校合作,https://news.ruc.edu.cn/archives/48481,2013-03-18
汉青研究院2013年度海外招聘 延揽多名资深学者,https://news.ruc.edu.cn/archives/48538,2013-03-18
镌刻在青春的“兰台09”:记“北京市优秀示范班集体”09级本科档案班,https://news.ruc.edu.cn/archives/48192,2013-03-16
国家外国专家局来中国人民大学调研海外高层次文教专家引进项目,https://news.ruc.edu.cn/archives/48380,2013-03-15
郑功成教授当选第十二届全国人大常委会委员,https://news.ruc.edu.cn/archives/48347,2013-03-15
人民大学获26项北京市第十二届哲学社会科学优秀成果奖,https://news.ruc.edu.cn/archives/48340,2013-03-15
人大商学院和国资委干部教育培训中心战略合作签字仪式举行,https://news.ruc.edu.cn/archives/48321,2013-03-14
人民大学实行校园全自助快递取件获广泛好评,https://news.ruc.edu.cn/archives/48315,2013-03-14
建设一流法学院，培养卓越法律人：记人大法学院学科建设,https://news.ruc.edu.cn/archives/48045,2013-03-12
法学院王利明教授参加联合国国际贸易法委员会CISG公约专家会议,https://news.ruc.edu.cn/archives/47987,2013-03-11
公共管理学院董克用教授参加“全球卓越公共服务中心”首次高层对话,https://news.ruc.edu.cn/archives/47896,2013-03-11
英国萨塞克斯大学副校长访问人民大学,https://news.ruc.edu.cn/archives/47935,2013-03-11
2012－2013学年春季学期本科教学工作部署会议召开,https://news.ruc.edu.cn/archives/47825,2013-03-08
人民大学召开国家重大科研仪器设备研制专项项目启动会,https://news.ruc.edu.cn/archives/47666,2013-03-08
人民大学苏州校区召开全体教职工大会,https://news.ruc.edu.cn/archives/47831,2013-03-08
中国人民大学“艺术与人文修养”系列讲座开讲,https://news.ruc.edu.cn/archives/47795,2013-03-08
比利时布鲁塞尔自由大学（VUB）副校长一行访问人民大学,https://news.ruc.edu.cn/archives/47728,2013-03-08
全球高端管理联盟五大商学院MBA聚首人大商学院,https://news.ruc.edu.cn/archives/47700,2013-03-08
中国人民大学举行庆“三八”趣味运动会,https://news.ruc.edu.cn/archives/47653,2013-03-08
人民大学党校第21期学生发展对象暨第14期本科新生党员培训班开班,https://news.ruc.edu.cn/archives/47625,2013-03-07
新学期程天权书记与学生代表亲切座谈,https://news.ruc.edu.cn/archives/47487,2013-03-07
人大社图书及总编贺耀敏论文荣获第四届中华优秀出版物奖,https://news.ruc.edu.cn/archives/47462,2013-03-06
中国人民大学与青岛市签署金融发展战略合作协议,https://news.ruc.edu.cn/archives/47326,2013-03-05
人大师生参加北京高校学雷锋座谈会并代表首都大学生发出倡议,https://news.ruc.edu.cn/archives/47237,2013-03-05
[21世纪经济报道]人民大学发布《中国农民工“生存感受”2013年度报告》,https://news.ruc.edu.cn/archives/47122,2013-03-04
[青岛日报]青岛与人民大学签约将加强金融战略合作,https://news.ruc.edu.cn/archives/47083,2013-03-04
人民大学11位教师入选2012年度教育部“新世纪优秀人才支持计划”,https://news.ruc.edu.cn/archives/47023,2013-03-04
[中国青年报]陈雨露：发展社会教育 学校教育才能搞好,https://news.ruc.edu.cn/archives/46945,2013-03-01
中宣部“深化学习型党组织创建”座谈会在人民大学召开,https://news.ruc.edu.cn/archives/46910,2013-03-01
人民大学关爱师生基金管理委员会第二次全体会议召开,https://news.ruc.edu.cn/archives/46923,2013-03-01
马俊杰副书记新学期调研指导工会工作,https://news.ruc.edu.cn/archives/46911,2013-03-01
教育学科三大会长受聘为人民大学兼职教授,https://news.ruc.edu.cn/archives/46901,2013-02-28
人大承担的国家教育体制改革试点项目成果入选中国教育改革发展丛书,https://news.ruc.edu.cn/archives/46870,2013-02-27
学校图书馆新馆工程荣膺2011-2012年度国家优质工程奖,https://news.ruc.edu.cn/archives/46864,2013-02-27
人民大学举办2013年艺术类（美术）专业招生考试,https://news.ruc.edu.cn/archives/46843,2013-02-26
陈雨露校长新学期调研教学情况,https://news.ruc.edu.cn/archives/46812,2013-02-26
人民大学与福建省签订人才战略合作协议 打造务实有效的省校合作模式,https://news.ruc.edu.cn/archives/46736,2013-02-25
新学期全校工作部署会：累厚积重 攻坚克难 开创新局面,https://news.ruc.edu.cn/archives/46711,2013-02-25
中国人民大学代表团考察福建省宁德市,https://news.ruc.edu.cn/archives/46740,2013-02-25
冯惠玲常务副校长查看新学期研究生课堂,https://news.ruc.edu.cn/archives/46714,2013-02-25
福建校友会2013年新春茶话会召开,https://news.ruc.edu.cn/archives/46686,2013-02-25
蔡子宜、蔡惠绵分别受聘中国人民大学董事会常务董事、董事,https://news.ruc.edu.cn/archives/46692,2013-02-25
纪宝成老校长当选为中国职业技术教育学会第四届理事会会长,https://news.ruc.edu.cn/archives/46684,2013-02-25
信息资源管理学院本科2009级档案班获评北京市“优秀示范班集体”,https://news.ruc.edu.cn/archives/46770,2013-02-25
