中国关工委网络新媒体培训班在中国人民大学开班,https://news.ruc.edu.cn/archives/180687,2017-09-28
“迎校庆，赏长卷”  人大版清明上河图《人大春秋图》首次面世,https://news.ruc.edu.cn/archives/180791,2017-09-28
“精锐之师忠于党”武警北京总队庆贺中国人民大学建校80周年文艺专场演出举办,https://news.ruc.edu.cn/archives/180429,2017-09-28
“政治哲学史”新书发布暨学术研讨会在京举行,https://news.ruc.edu.cn/archives/180552,2017-09-28
国际顶级期刊《自然》子刊发表中国人民大学能源经济系重要研究成果,https://news.ruc.edu.cn/archives/180654,2017-09-28
中央军委政治工作部致信中国人民大学感谢人大学子,https://news.ruc.edu.cn/archives/180517,2017-09-28
靳诺书记、刘伟校长看望宋平同志,https://news.ruc.edu.cn/archives/180455,2017-09-27
学校领导看望校友郝建秀、张怀西、肖扬、胡松华,https://news.ruc.edu.cn/archives/180443,2017-09-27
中国人民大学组织师生参观“砥砺奋进的五年”大型成就展,https://news.ruc.edu.cn/archives/180492,2017-09-27
“纪念中国共产党创办新型高等教育80周年学生思想政治工作经验与发展”研讨会召开,https://news.ruc.edu.cn/archives/180263,2017-09-27
西北工业大学副校长张卫红到中国人民大学调研,https://news.ruc.edu.cn/archives/180469,2017-09-27
中国人民大学召开落实“双一流”建设座谈会,https://news.ruc.edu.cn/archives/180233,2017-09-26
1991级校友捐赠设立人大青年校友公益基金暨久谊志愿服务奖启动仪式举行,https://news.ruc.edu.cn/archives/180251,2017-09-26
吴付来副书记出席延安大学建校80周年纪念活动并作主题报告,https://news.ruc.edu.cn/archives/180392,2017-09-26
中国宏观经济论坛第三季度报告会 中国经济进入创新和产业融合发展的关键期,https://news.ruc.edu.cn/archives/180234,2017-09-26
争做中国高等教育的排头兵 中国人民大学师生热议陈宝生部长在中国共产党创办新型高等教育八十年论坛上的讲话,https://news.ruc.edu.cn/archives/180385,2017-09-26
洪大用副校长出席欧亚经济论坛并做专题演讲,https://news.ruc.edu.cn/archives/180228,2017-09-26
校领导察看博物馆校史展更新改造情况,https://news.ruc.edu.cn/archives/180152,2017-09-25
中国人民大学80周年校庆青岛市人民政府赠礼仪式举行,https://news.ruc.edu.cn/archives/179944,2017-09-25
中国人民大学举办中国共产党创办新型高等教育八十年论坛,https://news.ruc.edu.cn/archives/180074,2017-09-24
陕公、联大老校友敬老祝寿会举行,https://news.ruc.edu.cn/archives/179962,2017-09-24
中国人民大学召开新学期本科教学工作部署会,https://news.ruc.edu.cn/archives/180046,2017-09-24
中国人民大学党校秋季学期发展对象培训班开班,https://news.ruc.edu.cn/archives/179926,2017-09-23
中国人民大学第24期新上岗中层领导人员培训班结业,https://news.ruc.edu.cn/archives/180037,2017-09-23
“网络社会变迁国际学术研讨会”在中国人民大学举办,https://news.ruc.edu.cn/archives/179951,2017-09-23
中国人民大学举办中国人民解放军军乐团专场音乐会：献礼八十校庆 奏响军歌新篇章,https://news.ruc.edu.cn/archives/179918,2017-09-22
靳诺书记出席香港校友会庆祝母校八十华诞暨中环论坛,https://news.ruc.edu.cn/archives/179800,2017-09-22
中国人民大学召开全校网络安全工作会议,https://news.ruc.edu.cn/archives/179614,2017-09-22
上海校友会举办宏观经济与金融论坛暨中秋歌会 庆祝母校成立80周年,https://news.ruc.edu.cn/archives/179775,2017-09-22
中国人民大学召开教代会常设主席团扩大会议,https://news.ruc.edu.cn/archives/179740,2017-09-22
著名华裔社会学家林南教授做客郑杭生社会学大讲堂,https://news.ruc.edu.cn/archives/179747,2017-09-22
“国·政大讲堂”首场报告开讲 尹汉宁主讲构建中国特色哲学社会科学的五点认识,https://news.ruc.edu.cn/archives/179646,2017-09-22
80周年校庆系列线上互动项目引爆朋友圈 受到师生校友追捧,https://news.ruc.edu.cn/archives/179888,2017-09-22
中国人民大学入选“双一流”建设高校 14个学科入选“双一流”建设学科,https://news.ruc.edu.cn/archives/179849,2017-09-21
中国人民大学召开新学期全校工作部署会,https://news.ruc.edu.cn/archives/179650,2017-09-21
宁德市委书记隋军访问中国人民大学,https://news.ruc.edu.cn/archives/179630,2017-09-21
中国人民大学与最高人民检察院等单位合作成立智慧检务创新研究院 助力“双一流”法学一级学科建设,https://news.ruc.edu.cn/archives/179806,2017-09-21
北京市教育工会第一片组工会工作研讨会在中国人民大学举行,https://news.ruc.edu.cn/archives/179602,2017-09-21
吴付来副书记出席全国重点马院建设专题工作会议并作大会发言,https://news.ruc.edu.cn/archives/179640,2017-09-21
首届“首都四校”校友足球邀请赛落幕,https://news.ruc.edu.cn/archives/178890,2017-09-21
“金色芳华·中国人民大学80周年校庆美展”开幕,https://news.ruc.edu.cn/archives/179480,2017-09-20
