中国人民大学召开校园规划与建设主题讨论会,https://news.ruc.edu.cn/archives/5214,2009-04-20
王利明副书记兼副校长主持召开联合办公室专题工作会议确定和部署近期工作任务,https://news.ruc.edu.cn/archives/5215,2009-04-20
薛浣白副校长会见西班牙卡洛斯三世大学副校长Alvaro Escribano Saez,https://news.ruc.edu.cn/archives/5216,2009-04-18
中国人民大学与华民慈善基金会合作启动2009年大学生就业扶助项目,https://news.ruc.edu.cn/archives/5217,2009-04-18
“新医改框架下异地就医管理服务高层研讨会”在中国人民大学召开,https://news.ruc.edu.cn/archives/5218,2009-04-16
教育部哲学社会科学研究重大课题攻关项目“全球新型金融危机与中国外汇储备问题研究”开题报告会召开,https://news.ruc.edu.cn/archives/5219,2009-04-16
北京市侨联副主席马坚到人民大学调研,https://news.ruc.edu.cn/archives/5220,2009-04-16
程天权书记出席中国人民大学2009年高阶团校开学典礼并作首场报告,https://news.ruc.edu.cn/archives/5221,2009-04-16
教育部哲学社会科学研究重大课题攻关项目“效率和公平相互协调的初次分配制度改革研究”开题报告会举行,https://news.ruc.edu.cn/archives/5222,2009-04-16
坚持走“特色强校、内涵提高、质量第一”之路 纪宝成校长谈学科建设,https://news.ruc.edu.cn/archives/5223,2009-04-15
纪宝成校长出席第四次“东北亚名人会”,https://news.ruc.edu.cn/archives/5224,2009-04-15
人民大学与新疆财经大学签署对口支援院系合作协议,https://news.ruc.edu.cn/archives/5225,2009-04-15
第五届“挑战杯”首都大学生课外学术科技作品竞赛组织申报工作培训会人大举行,https://news.ruc.edu.cn/archives/5226,2009-04-14
杨慧林副校长考察国际学院（苏州研究院）,https://news.ruc.edu.cn/archives/5227,2009-04-13
人民大学举行“第二轮第四期香港领袖生奖励计划：国情教育课程班”开班仪式,https://news.ruc.edu.cn/archives/5228,2009-04-13
“金融学的演进与结构”研讨会在京成功举行,https://news.ruc.edu.cn/archives/5229,2009-04-10
“中国人民大学第五届青年教师教学基本功比赛”圆满结束,https://news.ruc.edu.cn/archives/5230,2009-04-09
人民大学图书馆“书香伴行——图书馆资源与服务宣传月”正式启动,https://news.ruc.edu.cn/archives/5231,2009-04-09
第二届“徐悲鸿杯国际青少年儿童美术比赛”获奖作品展人大开幕,https://news.ruc.edu.cn/archives/5232,2009-04-09
第六届北京高校德育研究会第四次理事长会议在人民大学召开,https://news.ruc.edu.cn/archives/5233,2009-04-08
中央扩大内需第一检查组一行来中国人民大学检查社区卫生服务中心标准化建设项目进展情况,https://news.ruc.edu.cn/archives/5234,2009-04-07
杨慧林副校长到文学院、历史学院进行教学调研,https://news.ruc.edu.cn/archives/5235,2009-04-04
人民大学举行对口支援“质量工程” 挂职干部、进修教师座谈会,https://news.ruc.edu.cn/archives/5236,2009-04-03
人权研究与人权教育座谈会在法学院举行,https://news.ruc.edu.cn/archives/5237,2009-04-03
人民大学社区党总支换届选举工作圆满结束,https://news.ruc.edu.cn/archives/5238,2009-04-03
学校领导班子深入基层开展深入学习实践科学发展观调研活动,https://news.ruc.edu.cn/archives/5239,2009-04-03
人大党委副书记兼副校长王利明教授在西北政法大学主讲侵权责任法立法中的若干问题,https://news.ruc.edu.cn/archives/5240,2009-04-03
人民大学举行博士生赴合肥挂职工作总结暨第二批挂职博士生欢送会,https://news.ruc.edu.cn/archives/5241,2009-04-03
杨慧林副校长参加太湖文化论坛首届年会,https://news.ruc.edu.cn/archives/5242,2009-04-02
中国政法大学副书记一行到人民大学调研学生工作,https://news.ruc.edu.cn/archives/5243,2009-04-02
学校召开校长办公会研究国际学院（苏州研究院）有关工作,https://news.ruc.edu.cn/archives/5244,2009-04-02
杨慧林副校长出席“2009中国-欧洲语言合作研讨会”并作主题演讲,https://news.ruc.edu.cn/archives/5245,2009-04-01
